x_m,y_m,z_m,Ux_ms,Uy_ms,Uz_ms,p_m2s2,k_m2s2,omega_s-1,nut_m2s-1
0.5459995981646428,0.0009607179635445714,1.6819665285795713e-19,13.473197280028572,-0.07422683467081141,-6.396560281478571e-23,35.77278558725,8.397186112162142,22572.857685849292,0.0010647053749237786
0.5459986570313571,0.003004561746251429,-2.7977107356048564e-19,16.01578021955714,-0.2569408617624286,8.508495420380714e-23,35.07921066592858,15.185321032978575,3701.0409846707144,0.004212071500637142
0.5459977801803,0.00490880448777,-1.3429732682188502e-19,17.31260561869,-0.43026428654919996,-2.9481060034202596e-22,34.47028109045,18.64354610757,2904.2991189449995,0.006431059681101
0.5459969102368335,0.006798046176223333,-2.36016405313075e-19,18.532399138725,-0.5978146220866667,3.519802504922666e-22,33.95340654110833,21.02684281774167,2734.7354380974994,0.0076907277455549984
0.5459959768524,0.008825061291848001,2.2408931393621e-19,19.89233614485,-0.7698529626184001,-4.122934865589e-22,33.43512893277,22.76490840216,2735.712690778,0.008320887507914
0.5459950665113,0.010802033903826998,4.6251829723719977e-20,21.317747017690003,-0.9268408755623001,3.3968516255360003e-22,32.91229569676,23.577839968359996,2799.079608033,0.008423521213538
0.545994195215375,0.0126942128676625,3.4649101389412493e-20,22.782467903350003,-1.06522526506,-2.0047403164312497e-22,32.359862790925,23.464779030175006,2858.3167426649993,0.008209571057867501
0.5459933751965,0.014475034602999998,7.972968465262323e-20,24.246689739849998,-1.18280738009625,-4.949348673410625e-22,31.769232079187503,22.4403570145875,2880.35458361875,0.007790723793439999
0.545992510723625,0.016352395636225002,7.158433144205e-20,25.8936397873375,-1.29051133079625,4.872772473018753e-22,31.157149854862503,20.313545324175,2843.0989076187498,0.00668285867682875
0.54599159938725,0.018331529414324997,6.508423695288752e-20,27.7720266040375,-1.38062778353375,1.2636745812162506e-22,30.388356723337502,16.791536963875,2701.02456876125,0.0054285160020425
