x_m,y_m,tau_uv_m2s2
0.336,0.0,0.003605761667961188
0.336,0.001454279886548117,0.002084308230310578
0.336,0.002908559773096234,-0.0023198430358017897
0.336,0.004362839659644351,-0.0023135560968752626
0.336,0.005817119546192468,-0.0019245788892773064
0.336,0.007271399432740585,-0.0013434354306634557
0.336,0.008725679319288701,-0.0008990391645742514
0.336,0.010179959205836819,-0.00043248724468799454
0.336,0.011634239092384936,-7.289082263390026e-05
0.336,0.013088518978933053,0.00021853746551790912
0.336,0.01454279886548117,0.00047719362403381355
0.336,0.015997078752029287,0.0006429624285621679
0.336,0.017451358638577403,0.0032179773466476697
0.336,0.018905638525125522,0.059805426958291066
0.336,0.020359918411673637,-1.070309639157178
0.336,0.021814198298221756,-2.3906841936006864
0.336,0.02326847818476987,-3.707029821178173
0.336,0.024722758071317987,-5.155977028392326
0.336,0.026177037957866106,-6.794356165988987
0.336,0.02763131784441422,-8.963456007032313
0.336,0.02908559773096234,-10.516371232509439
0.336,0.030539877617510456,-12.109074819358973
0.336,0.031994157504058575,-13.139514197295053
0.336,0.03344843739060669,-12.523013302589199
0.336,0.034902717277154806,-9.234664117863398
0.336,0.03635699716370292,-5.594550065495302
0.336,0.037811277050251044,-2.828770802974423
0.336,0.03926555693679916,-1.4277190423791062
0.336,0.040719836823347275,-0.9123000300456723
0.336,0.04217411670989539,-0.7622073875848836
0.336,0.04362839659644351,-0.7597454748616762
0.336,0.04508267648299163,-0.706169898498064
0.336,0.04653695636953974,-0.5997068213793918
0.336,0.04799123625608786,-0.4614576556839887
0.336,0.049445516142635974,-0.31953926622867096
0.336,0.0508997960291841,-0.1919310499557433
0.336,0.05235407591573221,-0.09579028081719024
0.336,0.05380835580228033,-0.041462954198373876
0.336,0.05526263568882844,-0.02176546712393125
0.336,0.056716915575376566,-0.018706697897901844
0.336,0.05817119546192468,-0.01908876976027418
0.336,0.059625475348472796,-0.01866950915256888
0.336,0.06107975523502091,-0.01775400429388782
0.336,0.06253403512156903,-0.017007522835985073
0.336,0.06398831500811715,-0.01651953985300694
0.336,0.06544259489466527,-0.01617847299055628
0.336,0.06689687478121338,-0.015888543674545286
0.336,0.0683511546677615,-0.01559136148813353
0.336,0.06980543455430961,-0.015273891379823223
0.336,0.07125971444085773,-0.014932200513191662
0.336,0.07271399432740584,-0.014557509872886348
0.336,0.07416827421395397,-0.014157050128113906
0.336,0.07562255410050209,-0.013731663117967285
0.336,0.0770768339870502,-0.013279140451007384
0.336,0.07853111387359832,-0.012814519295026106
0.336,0.07998539376014643,-0.012321064306343516
0.336,0.08143967364669455,-0.011813160349576149
0.336,0.08289395353324266,-0.01129740659159032
0.336,0.08434823341979078,-0.010751856625241923
0.336,0.0858025133063389,-0.010200090401854975
0.336,0.08725679319288702,-0.009647454519476571
0.336,0.08871107307943514,-0.009065476047784553
0.336,0.09016535296598326,-0.008470468431797691
0.336,0.09161963285253137,-0.00788888791272897
0.336,0.09307391273907949,-0.0073062600124018506
0.336,0.0945281926256276,-0.006721420283352087
0.336,0.09598247251217572,-0.006132850249091627
0.336,0.09743675239872383,-0.0055469089352721546
0.336,0.09889103228527195,-0.004981032229558899
0.336,0.10034531217182008,-0.004429535307208143
0.336,0.1017995920583682,-0.0038942975717126283
0.336,0.10325387194491631,-0.003379269203292964
0.336,0.10470815183146442,-0.002898960989042245
0.336,0.10616243171801254,-0.002463159862936614
0.336,0.10761671160456066,-0.002075443988286085
0.336,0.10907099149110877,-0.0017178045340188106
0.336,0.11052527137765689,-0.0013457780907252987
0.336,0.111979551264205,-0.0009115714162561281
0.336,0.11343383115075313,-0.000392294991655971
0.336,0.11488811103730125,0.00019631786054440263
0.336,0.11634239092384936,0.0008021238699163035
0.336,0.11779667081039748,0.0013659424126148147
0.336,0.11925095069694559,0.0018482093969395433
0.336,0.12070523058349371,0.0022406665889820212
0.336,0.12215951047004182,0.0025589801225784125
0.336,0.12361379035658994,0.00282670943060888
0.336,0.12506807024313807,0.0030640485786797545
0.336,0.12652235012968618,0.0032933768813030065
0.336,0.1279766300162343,0.0035136984463997383
0.336,0.12943090990278242,0.003711225624169746
0.336,0.13088518978933053,0.003889699148712956
0.336,0.13233946967587865,0.004052612011178002
0.336,0.13379374956242676,0.00419859622785141
0.336,0.13524802944897488,0.004335561058873474
0.336,0.136702309335523,0.004471428410650935
0.336,0.1381565892220711,0.00458982166741705
0.336,0.13961086910861922,0.004686299114321641
0.336,0.14106514899516734,0.00476794138811305
0.336,0.14251942888171545,0.0048473193601457935
0.336,0.14397370876826357,0.004928875545288856
0.336,0.14542798865481169,0.0049926201413490485
0.336,0.14688226854135983,0.005035380722475014
0.336,0.14833654842790794,0.005072401244177894
0.336,0.14979082831445606,0.0051176002296579705
0.336,0.15124510820100417,0.0051522646524564215
0.336,0.1526993880875523,0.005158023714837268
0.336,0.1541536679741004,0.005171009632377262
0.336,0.15560794786064852,0.0051914261912843224
0.336,0.15706222774719664,0.005188639673373641
0.336,0.15851650763374475,0.005169427025662793
0.336,0.15997078752029287,0.005163966937128028
0.336,0.16142506740684098,0.0051592629855188935
0.336,0.1628793472933891,0.005117953454086208
0.336,0.16433362717993721,0.005091609597796234
0.336,0.16578790706648533,0.00507745364638755
0.336,0.16724218695303344,0.005019803718860209
0.336,0.16869646683958156,0.0049789293209063805
0.336,0.17015074672612968,0.004950904698691625
0.336,0.1716050266126778,0.004881923495329795
0.336,0.17305930649922593,0.004830663279931446
0.336,0.17451358638577405,0.004781607485141954
0.336,0.17596786627232217,0.00470849980353836
0.336,0.17742214615887028,0.00465483040753749
0.336,0.1788764260454184,0.004576271911331381
0.336,0.1803307059319665,0.004503905131465733
0.336,0.18178498581851463,0.004447935821011728
0.336,0.18323926570506274,0.004352359165704898
0.336,0.18469354559161086,0.004277148971046445
0.336,0.18614782547815897,0.004191157580311687
0.336,0.1876021053647071,0.004102915753195668
0.336,0.1890563852512552,0.004030411084066131
0.336,0.19051066513780332,0.0039257905476469505
0.336,0.19196494502435144,0.003842879149080667
0.336,0.19341922491089955,0.0037394277534776852
0.336,0.19487350479744767,0.0036396339482957286
0.336,0.19632778468399578,0.0035460564711104494
0.336,0.1977820645705439,0.0034406147793242022
0.336,0.199236344457092,0.003347491488185705
0.336,0.20069062434364016,0.0032333437667693894
0.336,0.20214490423018827,0.0031357937735900575
0.336,0.2035991841167364,0.00301913608394073
0.336,0.2050534640032845,0.0029167656937802234
0.336,0.20650774388983262,0.0027983605533862324
0.336,0.20796202377638073,0.002683474701202934
0.336,0.20941630366292885,0.0025714397248366616
